编号,上级编号,回溯路径,级别,名称,简称,拼音,省份,省份简称,省份拼音,城市,城市简称,城市拼音,区县,区县简称,区县拼音,简拼,首字母,区号,邮编,经度,纬度,类型,特别提示
532822,532800,"530000,532800,532822",3,勐海县,勐海,Menghai,云南省,云南,Yunnan,西双版纳傣族自治州,西双版纳,Xishuangbanna,勐海县,勐海,Menghai,MH,M,0691,666200,100.44931,21.96175,行政区,
532823,532800,"530000,532800,532823",3,勐腊县,勐腊,Mengla,云南省,云南,Yunnan,西双版纳傣族自治州,西双版纳,Xishuangbanna,勐腊县,勐腊,Mengla,ML,M,0691,666300,101.56488,21.48162,行政区,
532900,530000,"530000,532900",2,大理白族自治州,大理,Dali,云南省,云南,Yunnan,大理白族自治州,大理,Dali,,,,DL,D,0872,671000,100.240037,25.592765,行政区,
532901,532900,"530000,532900,532901",3,大理市,大理,Dali,云南省,云南,Yunnan,大理白族自治州,大理,Dali,大理市,大理,Dali,DL,D,0872,671000,100.22998,25.59157,行政区,县级市
532922,532900,"530000,532900,532922",3,漾濞彝族自治县,漾濞,Yangbi,云南省,云南,Yunnan,大理白族自治州,大理,Dali,漾濞彝族自治县,漾濞,Yangbi,YB,Y,0872,672500,99.95474,25.6652,行政区,
532923,532900,"530000,532900,532923",3,祥云县,祥云,Xiangyun,云南省,云南,Yunnan,大理白族自治州,大理,Dali,祥云县,祥云,Xiangyun,XY,X,0872,672100,100.55761,25.47342,行政区,
532924,532900,"530000,532900,532924",3,宾川县,宾川,Binchuan,云南省,云南,Yunnan,大理白族自治州,大理,Dali,宾川县,宾川,Binchuan,BC,B,0872,671600,100.57666,25.83144,行政区,
532925,532900,"530000,532900,532925",3,弥渡县,弥渡,Midu,云南省,云南,Yunnan,大理白族自治州,大理,Dali,弥渡县,弥渡,Midu,MD,M,0872,675600,100.49075,25.34179,行政区,
532926,532900,"530000,532900,532926",3,南涧彝族自治县,南涧,Nanjian,云南省,云南,Yunnan,大理白族自治州,大理,Dali,南涧彝族自治县,南涧,Nanjian,NJ,N,0872,675700,100.50964,25.04349,行政区,
532927,532900,"530000,532900,532927",3,巍山彝族回族自治县,巍山,Weishan,云南省,云南,Yunnan,大理白族自治州,大理,Dali,巍山彝族回族自治县,巍山,Weishan,WS,W,0872,672400,100.30612,25.23197,行政区,
532928,532900,"530000,532900,532928",3,永平县,永平,Yongping,云南省,云南,Yunnan,大理白族自治州,大理,Dali,永平县,永平,Yongping,YP,Y,0872,672600,99.54095,25.46451,行政区,
532929,532900,"530000,532900,532929",3,云龙县,云龙,Yunlong,云南省,云南,Yunnan,大理白族自治州,大理,Dali,云龙县,云龙,Yunlong,YL,Y,0872,672700,99.37255,25.88505,行政区,
532930,532900,"530000,532900,532930",3,洱源县,洱源,Eryuan,云南省,云南,Yunnan,大理白族自治州,大理,Dali,洱源县,洱源,Eryuan,EY,E,0872,671200,99.94903,26.10829,行政区,
532931,532900,"530000,532900,532931",3,剑川县,剑川,Jianchuan,云南省,云南,Yunnan,大理白族自治州,大理,Dali,剑川县,剑川,Jianchuan,JC,J,0872,671300,99.90545,26.53688,行政区,
532932,532900,"530000,532900,532932",3,鹤庆县,鹤庆,Heqing,云南省,云南,Yunnan,大理白族自治州,大理,Dali,鹤庆县,鹤庆,Heqing,HQ,H,0872,671500,100.17697,26.55798,行政区,
533100,530000,"530000,533100",2,德宏傣族景颇族自治州,德宏,Dehong,云南省,云南,Yunnan,德宏傣族景颇族自治州,德宏,Dehong,,,,DH,D,0692,678400,98.578363,24.436694,行政区,
533102,533100,"530000,533100,533102",3,瑞丽市,瑞丽,Ruili,云南省,云南,Yunnan,德宏傣族景颇族自治州,德宏,Dehong,瑞丽市,瑞丽,Ruili,RL,R,0692,678600,97.85183,24.01277,行政区,县级市
533103,533100,"530000,533100,533103",3,芒市,芒市,Mangshi,云南省,云南,Yunnan,德宏傣族景颇族自治州,德宏,Dehong,芒市,芒市,Mangshi,MS,M,0692,678400,98.588641,24.433735,行政区,县级市
533122,533100,"530000,533100,533122",3,梁河县,梁河,Lianghe,云南省,云南,Yunnan,德宏傣族景颇族自治州,德宏,Dehong,梁河县,梁河,Lianghe,LH,L,0692,679200,98.29705,24.80658,行政区,
533123,533100,"530000,533100,533123",3,盈江县,盈江,Yingjiang,云南省,云南,Yunnan,德宏傣族景颇族自治州,德宏,Dehong,盈江县,盈江,Yingjiang,YJ,Y,0692,679300,97.93179,24.70579,行政区,
533124,533100,"530000,533100,533124",3,陇川县,陇川,Longchuan,云南省,云南,Yunnan,德宏傣族景颇族自治州,德宏,Dehong,陇川县,陇川,Longchuan,LC,L,0692,678700,97.79199,24.18302,行政区,
533300,530000,"530000,533300",2,怒江傈僳族自治州,怒江,Nujiang,云南省,云南,Yunnan,怒江傈僳族自治州,怒江,Nujiang,,,,NJ,N,0886,673100,98.854304,25.850949,行政区,
533301,533300,"530000,533300,533301",3,泸水市,泸水,Lushui,云南省,云南,Yunnan,怒江傈僳族自治州,怒江,Nujiang,泸水市,泸水,Lushui,LS,L,0886,673200,98.85534,25.83772,行政区,县级市
533323,533300,"530000,533300,533323",3,福贡县,福贡,Fugong,云南省,云南,Yunnan,怒江傈僳族自治州,怒江,Nujiang,福贡县,福贡,Fugong,FG,F,0886,673400,98.86969,26.90366,行政区,
533324,533300,"530000,533300,533324",3,贡山独龙族怒族自治县,贡山,Gongshan,云南省,云南,Yunnan,怒江傈僳族自治州,怒江,Nujiang,贡山独龙族怒族自治县,贡山,Gongshan,GS,G,0886,673500,98.66583,27.74088,行政区,
533325,533300,"530000,533300,533325",3,兰坪白族普米族自治县,兰坪,Lanping,云南省,云南,Yunnan,怒江傈僳族自治州,怒江,Nujiang,兰坪白族普米族自治县,兰坪,Lanping,LP,L,0886,671400,99.41891,26.45251,行政区,
533400,530000,"530000,533400",2,迪庆藏族自治州,迪庆,Deqen,云南省,云南,Yunnan,迪庆藏族自治州,迪庆,Deqen,,,,DQ,D,0887,674400,99.706463,27.826853,行政区,
533401,533400,"530000,533400,533401",3,香格里拉市,香格里拉,Xianggelila,云南省,云南,Yunnan,迪庆藏族自治州,迪庆,Deqen,香格里拉市,香格里拉,Xianggelila,XGLL,X,0887,674400,99.70601,27.82308,行政区,县级市
533422,533400,"530000,533400,533422",3,德钦县,德钦,Deqin,云南省,云南,Yunnan,迪庆藏族自治州,迪庆,Deqen,德钦县,德钦,Deqin,DQ,D,0887,674500,98.91082,28.4863,行政区,
533423,533400,"530000,533400,533423",3,维西傈僳族自治县,维西,Weixi,云南省,云南,Yunnan,迪庆藏族自治州,迪庆,Deqen,维西傈僳族自治县,维西,Weixi,WX,W,0887,674600,99.28402,27.1793,行政区,
540000,100000,540000,1,西藏自治区,西藏,Tibet,西藏自治区,西藏,Tibet,,,,,,,XZ,T,,,91.132212,29.660361,行政区,
540100,540000,"540000,540100",2,拉萨市,拉萨,Lhasa,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,,,,LS,L,0891,850000,91.132212,29.660361,行政区,地级市
540102,540100,"540000,540100,540102",3,城关区,城关,Chengguan,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,城关区,城关,Chengguan,CG,C,0891,850000,91.13859,29.65312,行政区,
540103,540100,"540000,540100,540103",3,堆龙德庆区,堆龙德庆,Duilongdeqing,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,堆龙德庆区,堆龙德庆,Duilongdeqing,DLDQ,D,0891,851400,91.00033,29.65002,行政区,
540104,540100,"540000,540100,540104",3,达孜区,达孜,Dazi,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,达孜区,达孜,Dazi,DZ,D,0891,850100,91.35757,29.6722,行政区,
540121,540100,"540000,540100,540121",3,林周县,林周,Linzhou,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,林周县,林周,Linzhou,LZ,L,0891,851600,91.2586,29.89445,行政区,
540122,540100,"540000,540100,540122",3,当雄县,当雄,Dangxiong,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,当雄县,当雄,Dangxiong,DX,D,0891,851500,91.10076,30.48309,行政区,
540123,540100,"540000,540100,540123",3,尼木县,尼木,Nimu,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,尼木县,尼木,Nimu,NM,N,0891,851600,90.16378,29.43353,行政区,
540124,540100,"540000,540100,540124",3,曲水县,曲水,Qushui,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,曲水县,曲水,Qushui,QS,Q,0891,850600,90.73187,29.35636,行政区,
540127,540100,"540000,540100,540127",3,墨竹工卡县,墨竹工卡,Mozhugongka,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,墨竹工卡县,墨竹工卡,Mozhugongka,MZGK,M,0891,850200,91.72814,29.83614,行政区,
540171,540100,"540000,540100,540171",3,格尔木藏青工业园区,格尔木藏青工业园区,Geermuzangqing,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,格尔木藏青工业园区,格尔木藏青工业园区,Geermuzangqing,GEMZQ,G,0891,850000,95.089653,36.339019,,工业园区
540173,540100,"540000,540100,540173",3,西藏文化旅游创意园区,西藏文化旅游创意园区,Xizangwenhualvyou,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,西藏文化旅游创意园区,西藏文化旅游创意园区,Xizangwenhualvyou,XZWHLY,X,0891,850000,91.141571,29.615196,,经济技术开发区
540174,540100,"540000,540100,540174",3,达孜工业园区,达孜工业园区,Dazigongyeyuanqu,西藏自治区,西藏,Tibet,拉萨市,拉萨,Lhasa,达孜工业园区,达孜工业园区,Dazigongyeyuanqu,DZGYYQ,D,0891,850000,91.333133,29.667394,,工业园区
540200,540000,"540000,540200",2,日喀则市,日喀则,Rikaze,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,,,,RKZ,R,0892,857000,88.884874,29.263792,行政区,地级市
540202,540200,"540000,540200,540202",3,桑珠孜区,桑珠孜,Sangzhuzi,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,桑珠孜区,桑珠孜,Sangzhuzi,SZZ,S,0892,857000,88.880367,29.269565,行政区,
540221,540200,"540000,540200,540221",3,南木林县,南木林,Nanmulin,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,南木林县,南木林,Nanmulin,NML,N,0892,857100,89.09686,29.68206,行政区,
540222,540200,"540000,540200,540222",3,江孜县,江孜,Jiangzi,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,江孜县,江孜,Jiangzi,JZ,J,0892,857400,89.60263,28.91744,行政区,
540223,540200,"540000,540200,540223",3,定日县,定日,Dingri,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,定日县,定日,Dingri,DR,D,0892,858200,87.12176,28.66129,行政区,
540224,540200,"540000,540200,540224",3,萨迦县,萨迦,Sajia,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,萨迦县,萨迦,Sajia,SJ,S,0892,857800,88.02191,28.90299,行政区,
540225,540200,"540000,540200,540225",3,拉孜县,拉孜,Lazi,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,拉孜县,拉孜,Lazi,LZ,L,0892,858100,87.63412,29.085,行政区,
540226,540200,"540000,540200,540226",3,昂仁县,昂仁,Angren,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,昂仁县,昂仁,Angren,AR,A,0892,858500,87.23858,29.29496,行政区,
540227,540200,"540000,540200,540227",3,谢通门县,谢通门,Xietongmen,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,谢通门县,谢通门,Xietongmen,XTM,X,0892,858900,88.26242,29.43337,行政区,
540228,540200,"540000,540200,540228",3,白朗县,白朗,Bailang,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,白朗县,白朗,Bailang,BL,B,0892,857300,89.26205,29.10553,行政区,
540229,540200,"540000,540200,540229",3,仁布县,仁布,Renbu,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,仁布县,仁布,Renbu,RB,R,0892,857200,89.84228,29.2301,行政区,
540230,540200,"540000,540200,540230",3,康马县,康马,Kangma,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,康马县,康马,Kangma,KM,K,0892,857500,89.68527,28.5567,行政区,
540231,540200,"540000,540200,540231",3,定结县,定结,Dingjie,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,定结县,定结,Dingjie,DJ,D,0892,857900,87.77255,28.36403,行政区,
540232,540200,"540000,540200,540232",3,仲巴县,仲巴,Zhongba,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,仲巴县,仲巴,Zhongba,ZB,Z,0892,858800,84.02951,29.76595,行政区,
540233,540200,"540000,540200,540233",3,亚东县,亚东,Yadong,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,亚东县,亚东,Yadong,YD,Y,0892,857600,88.90802,27.4839,行政区,
540234,540200,"540000,540200,540234",3,吉隆县,吉隆,Jilong,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,吉隆县,吉隆,Jilong,JL,J,0892,858700,85.29846,28.85382,行政区,
540235,540200,"540000,540200,540235",3,聂拉木县,聂拉木,Nielamu,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,聂拉木县,聂拉木,Nielamu,NLM,N,0892,858300,85.97998,28.15645,行政区,
540236,540200,"540000,540200,540236",3,萨嘎县,萨嘎,Saga,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,萨嘎县,萨嘎,Saga,SG,S,0892,857800,85.23413,29.32936,行政区,
540237,540200,"540000,540200,540237",3,岗巴县,岗巴,Gangba,西藏自治区,西藏,Tibet,日喀则市,日喀则,Rikaze,岗巴县,岗巴,Gangba,GB,G,0892,857700,88.52069,28.27504,行政区,
540300,540000,"540000,540300",2,昌都市,昌都,Qamdo,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,,,,CD,Q,0895,854000,97.178452,31.136875,行政区,地级市
540302,540300,"540000,540300,540302",3,卡若区,卡若,Karuo,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,卡若区,卡若,Karuo,KR,K,0895,854000,97.18043,31.1385,行政区,
540321,540300,"540000,540300,540321",3,江达县,江达,Jiangda,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,江达县,江达,Jiangda,JD,J,0895,854100,98.21865,31.50343,行政区,
540322,540300,"540000,540300,540322",3,贡觉县,贡觉,Gongjue,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,贡觉县,贡觉,Gongjue,GJ,G,0895,854200,98.27163,30.85941,行政区,
540323,540300,"540000,540300,540323",3,类乌齐县,类乌齐,Leiwuqi,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,类乌齐县,类乌齐,Leiwuqi,LWQ,L,0895,855600,96.60015,31.21207,行政区,
540324,540300,"540000,540300,540324",3,丁青县,丁青,Dingqing,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,丁青县,丁青,Dingqing,DQ,D,0895,855700,95.59362,31.41621,行政区,
540325,540300,"540000,540300,540325",3,察雅县,察雅,Chaya,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,察雅县,察雅,Chaya,CY,C,0895,854300,97.56521,30.65336,行政区,
540326,540300,"540000,540300,540326",3,八宿县,八宿,Basu,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,八宿县,八宿,Basu,BS,B,0895,854600,96.9176,30.05346,行政区,
540327,540300,"540000,540300,540327",3,左贡县,左贡,Zuogong,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,左贡县,左贡,Zuogong,ZG,Z,0895,854400,97.84429,29.67108,行政区,
540328,540300,"540000,540300,540328",3,芒康县,芒康,Mangkang,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,芒康县,芒康,Mangkang,MK,M,0895,854500,98.59378,29.67946,行政区,
540329,540300,"540000,540300,540329",3,洛隆县,洛隆,Luolong,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,洛隆县,洛隆,Luolong,LL,L,0895,855400,95.82644,30.74049,行政区,
540330,540300,"540000,540300,540330",3,边坝县,边坝,Bianba,西藏自治区,西藏,Tibet,昌都市,昌都,Qamdo,边坝县,边坝,Bianba,BB,B,0895,855500,94.70687,30.93434,行政区,
540400,540000,"540000,540400",2,林芝市,林芝,Nyingchi,西藏自治区,西藏,Tibet,林芝市,林芝,Nyingchi,,,,LZ,N,0894,860000,94.362348,29.654693,行政区,地级市
540402,540400,"540000,540400,540402",3,巴宜区,巴宜,BaYi,西藏自治区,西藏,Tibet,林芝市,林芝,Nyingchi,巴宜区,巴宜,BaYi,BY,B,0894,860100,94.48391,29.57562,行政区,
540421,540400,"540000,540400,540421",3,工布江达县,工布江达,Gongbujiangda,西藏自治区,西藏,Tibet,林芝市,林芝,Nyingchi,工布江达县,工布江达,Gongbujiangda,GBJD,G,0894,860200,93.2452,29.88576,行政区,
540422,540400,"540000,540400,540422",3,米林县,米林,Milin,西藏自治区,西藏,Tibet,林芝市,林芝,Nyingchi,米林县,米林,Milin,ML,M,0894,860500,94.21316,29.21535,行政区,
540423,540400,"540000,540400,540423",3,墨脱县,墨脱,Motuo,西藏自治区,西藏,Tibet,林芝市,林芝,Nyingchi,墨脱县,墨脱,Motuo,MT,M,0894,860700,95.3316,29.32698,行政区,
540424,540400,"540000,540400,540424",3,波密县,波密,Bomi,西藏自治区,西藏,Tibet,林芝市,林芝,Nyingchi,波密县,波密,Bomi,BM,B,0894,860300,95.77096,29.85907,行政区,
540425,540400,"540000,540400,540425",3,察隅县,察隅,Chayu,西藏自治区,西藏,Tibet,林芝市,林芝,Nyingchi,察隅县,察隅,Chayu,CY,C,0894,860600,97.46679,28.6618,行政区,
540426,540400,"540000,540400,540426",3,朗县,朗县,Langxian,西藏自治区,西藏,Tibet,林芝市,林芝,Nyingchi,朗县,朗县,Langxian,LX,L,0894,860400,93.0754,29.04549,行政区,
540500,540000,"540000,540500",2,山南市,山南,Shannan,西藏自治区,西藏,Tibet,山南市,山南,Shannan,,,,SN,S,0893,856000,91.766529,29.236023,行政区,地级市
540502,540500,"540000,540500,540502",3,乃东区,乃东,Naidong,西藏自治区,西藏,Tibet,山南市,山南,Shannan,乃东区,乃东,Naidong,ND,N,0893,856100,91.76153,29.2249,行政区,
540521,540500,"540000,540500,540521",3,扎囊县,扎囊,Zhanang,西藏自治区,西藏,Tibet,山南市,山南,Shannan,扎囊县,扎囊,Zhanang,ZN,Z,0893,850800,91.33288,29.2399,行政区,
540522,540500,"540000,540500,540522",3,贡嘎县,贡嘎,Gongga,西藏自治区,西藏,Tibet,山南市,山南,Shannan,贡嘎县,贡嘎,Gongga,GG,G,0893,850700,90.98867,29.29408,行政区,
540523,540500,"540000,540500,540523",3,桑日县,桑日,Sangri,西藏自治区,西藏,Tibet,山南市,山南,Shannan,桑日县,桑日,Sangri,SR,S,0893,856200,92.02005,29.26643,行政区,
540524,540500,"540000,540500,540524",3,琼结县,琼结,Qiongjie,西藏自治区,西藏,Tibet,山南市,山南,Shannan,琼结县,琼结,Qiongjie,QJ,Q,0893,856800,91.68093,29.02632,行政区,
540525,540500,"540000,540500,540525",3,曲松县,曲松,Qusong,西藏自治区,西藏,Tibet,山南市,山南,Shannan,曲松县,曲松,Qusong,QS,Q,0893,856300,92.20263,29.06412,行政区,
540526,540500,"540000,540500,540526",3,措美县,措美,Cuomei,西藏自治区,西藏,Tibet,山南市,山南,Shannan,措美县,措美,Cuomei,CM,C,0893,856900,91.43237,28.43794,行政区,
540527,540500,"540000,540500,540527",3,洛扎县,洛扎,Luozha,西藏自治区,西藏,Tibet,山南市,山南,Shannan,洛扎县,洛扎,Luozha,LZ,L,0893,851200,90.86035,28.3872,行政区,
540528,540500,"540000,540500,540528",3,加查县,加查,Jiacha,西藏自治区,西藏,Tibet,山南市,山南,Shannan,加查县,加查,Jiacha,JC,J,0893,856400,92.57702,29.13973,行政区,
540529,540500,"540000,540500,540529",3,隆子县,隆子,Longzi,西藏自治区,西藏,Tibet,山南市,山南,Shannan,隆子县,隆子,Longzi,LZ,L,0893,856600,92.46148,28.40797,行政区,
540530,540500,"540000,540500,540530",3,错那县,错那,Cuona,西藏自治区,西藏,Tibet,山南市,山南,Shannan,错那县,错那,Cuona,CN,C,0893,856700,91.95752,27.99224,行政区,
540531,540500,"540000,540500,540531",3,浪卡子县,浪卡子,Langkazi,西藏自治区,西藏,Tibet,山南市,山南,Shannan,浪卡子县,浪卡子,Langkazi,LKZ,L,0893,851100,90.40002,28.96948,行政区,
540600,540000,"540000,540600",2,那曲市,那曲,Nagqu,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,,,,NQ,N,0896,852000,92.060214,31.476004,行政区,地级市
540602,540600,"540000,540600,540602",3,色尼区,色尼,Seni,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,色尼区,色尼,Seni,SN,S,0896,852000,92.0535,31.46964,行政区,
540621,540600,"540000,540600,540621",3,嘉黎县,嘉黎,Jiali,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,嘉黎县,嘉黎,Jiali,JL,J,0896,852400,93.24987,30.64233,行政区,
540622,540600,"540000,540600,540622",3,比如县,比如,Biru,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,比如县,比如,Biru,BR,B,0896,852300,93.68685,31.4779,行政区,
540623,540600,"540000,540600,540623",3,聂荣县,聂荣,Nierong,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,聂荣县,聂荣,Nierong,NR,N,0896,853500,92.29574,32.11193,行政区,
540624,540600,"540000,540600,540624",3,安多县,安多,Anduo,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,安多县,安多,Anduo,AD,A,0896,853400,91.6795,32.26125,行政区,
540625,540600,"540000,540600,540625",3,申扎县,申扎,Shenzha,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,申扎县,申扎,Shenzha,SZ,S,0896,853100,88.70776,30.92995,行政区,
540626,540600,"540000,540600,540626",3,索县,索县,Suoxian,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,索县,索县,Suoxian,SX,S,0896,852200,93.78295,31.88427,行政区,
540627,540600,"540000,540600,540627",3,班戈县,班戈,Bange,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,班戈县,班戈,Bange,BG,B,0896,852500,90.01907,31.36149,行政区,
540628,540600,"540000,540600,540628",3,巴青县,巴青,Baqing,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,巴青县,巴青,Baqing,BQ,B,0896,852100,94.05316,31.91833,行政区,
540629,540600,"540000,540600,540629",3,尼玛县,尼玛,Nima,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,尼玛县,尼玛,Nima,NM,N,0896,853200,87.25256,31.79654,行政区,
540630,540600,"540000,540600,540630",3,双湖县,双湖,Shuanghu,西藏自治区,西藏,Tibet,那曲市,那曲,Nagqu,双湖县,双湖,Shuanghu,SH,S,0896,852600,88.837776,33.189032,行政区,
542500,540000,"540000,542500",2,阿里地区,阿里,Ngari,西藏自治区,西藏,Tibet,阿里地区,阿里,Ngari,,,,AL,N,0897,859000,80.105498,32.503187,行政区,地区
542521,542500,"540000,542500,542521",3,普兰县,普兰,Pulan,西藏自治区,西藏,Tibet,阿里地区,阿里,Ngari,普兰县,普兰,Pulan,PL,P,0897,859500,81.177,30.30002,行政区,
542522,542500,"540000,542500,542522",3,札达县,札达,Zhada,西藏自治区,西藏,Tibet,阿里地区,阿里,Ngari,札达县,札达,Zhada,ZD,Z,0897,859600,79.80255,31.48345,行政区,
542523,542500,"540000,542500,542523",3,噶尔县,噶尔,Gaer,西藏自治区,西藏,Tibet,阿里地区,阿里,Ngari,噶尔县,噶尔,Gaer,GE,G,0897,859000,80.09579,32.50024,行政区,
542524,542500,"540000,542500,542524",3,日土县,日土,Ritu,西藏自治区,西藏,Tibet,阿里地区,阿里,Ngari,日土县,日土,Ritu,RT,R,0897,859700,79.7131,33.38741,行政区,
542525,542500,"540000,542500,542525",3,革吉县,革吉,Geji,西藏自治区,西藏,Tibet,阿里地区,阿里,Ngari,革吉县,革吉,Geji,GJ,G,0897,859100,81.151,32.3964,行政区,
542526,542500,"540000,542500,542526",3,改则县,改则,Gaize,西藏自治区,西藏,Tibet,阿里地区,阿里,Ngari,改则县,改则,Gaize,GZ,G,0897,859200,84.06295,32.30446,行政区,
542527,542500,"540000,542500,542527",3,措勤县,措勤,Cuoqin,西藏自治区,西藏,Tibet,阿里地区,阿里,Ngari,措勤县,措勤,Cuoqin,CQ,C,0897,859300,85.16616,31.02095,行政区,
610000,100000,610000,1,陕西省,陕西,Shaanxi,陕西省,陕西,Shaanxi,,,,,,,SN,S,,,108.948024,34.263161,行政区,
610100,610000,"610000,610100",2,西安市,西安,Xi'an,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,,,,XA,X,029,710000,108.948024,34.263161,行政区,地级市
610102,610100,"610000,610100,610102",3,新城区,新城,Xincheng,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,新城区,新城,Xincheng,XC,X,029,710000,108.9608,34.26641,行政区,
610103,610100,"610000,610100,610103",3,碑林区,碑林,Beilin,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,碑林区,碑林,Beilin,BL,B,029,710000,108.93426,34.2304,行政区,
610104,610100,"610000,610100,610104",3,莲湖区,莲湖,Lianhu,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,莲湖区,莲湖,Lianhu,LH,L,029,710000,108.9401,34.26709,行政区,
610111,610100,"610000,610100,610111",3,灞桥区,灞桥,Baqiao,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,灞桥区,灞桥,Baqiao,BQ,B,029,710000,109.06451,34.27264,行政区,
610112,610100,"610000,610100,610112",3,未央区,未央,Weiyang,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,未央区,未央,Weiyang,WY,W,029,710000,108.94683,34.29296,行政区,
610113,610100,"610000,610100,610113",3,雁塔区,雁塔,Yanta,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,雁塔区,雁塔,Yanta,YT,Y,029,710000,108.94866,34.22245,行政区,
610114,610100,"610000,610100,610114",3,阎良区,阎良,Yanliang,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,阎良区,阎良,Yanliang,YL,Y,029,710000,109.22616,34.66221,行政区,
610115,610100,"610000,610100,610115",3,临潼区,临潼,Lintong,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,临潼区,临潼,Lintong,LT,L,029,710600,109.21417,34.36665,行政区,
610116,610100,"610000,610100,610116",3,长安区,长安,Chang'an,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,长安区,长安,Chang'an,CA,C,029,710100,108.94586,34.15559,行政区,
610117,610100,"610000,610100,610117",3,高陵区,高陵,Gaoling,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,高陵区,高陵,Gaoling,GL,G,029,710200,109.08816,34.53483,行政区,
610118,610100,"610000,610100,610118",3,鄠邑区,鄠邑,Huyi,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,鄠邑区,鄠邑,Huyi,HY,H,029,710300,108.60513,34.10856,行政区,
610122,610100,"610000,610100,610122",3,蓝田县,蓝田,Lantian,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,蓝田县,蓝田,Lantian,LT,L,029,710500,109.32339,34.15128,行政区,
610124,610100,"610000,610100,610124",3,周至县,周至,Zhouzhi,陕西省,陕西,Shaanxi,西安市,西安,Xi'an,周至县,周至,Zhouzhi,ZZ,Z,029,710400,108.22207,34.16337,行政区,
