编号,上级编号,回溯路径,级别,名称,简称,拼音,省份,省份简称,省份拼音,城市,城市简称,城市拼音,区县,区县简称,区县拼音,简拼,首字母,区号,邮编,经度,纬度,类型,特别提示
100000,0,,0,中国,中国,China,,,,,,,,,,CN,C,,,116.3683244,39.915085,行政区,
110000,100000,110000,1,北京,北京,Beijing,北京,北京,Beijing,,,,,,,BJ,B,,,116.405285,39.904989,行政区,
110100,110000,"110000,110100",2,北京市,北京,Beijing,北京,北京,Beijing,北京市,北京,Beijing,,,,BJ,B,010,100000,116.405285,39.904989,行政区,直辖市
110101,110100,"110000,110100,110101",3,东城区,东城,Dongcheng,北京,北京,Beijing,北京市,北京,Beijing,东城区,东城,Dongcheng,DC,D,010,100000,116.41005,39.93157,行政区,
110102,110100,"110000,110100,110102",3,西城区,西城,Xicheng,北京,北京,Beijing,北京市,北京,Beijing,西城区,西城,Xicheng,XC,X,010,100000,116.36003,39.9305,行政区,
110105,110100,"110000,110100,110105",3,朝阳区,朝阳,Chaoyang,北京,北京,Beijing,北京市,北京,Beijing,朝阳区,朝阳,Chaoyang,CY,C,010,100000,116.48548,39.9484,行政区,
110106,110100,"110000,110100,110106",3,丰台区,丰台,Fengtai,北京,北京,Beijing,北京市,北京,Beijing,丰台区,丰台,Fengtai,FT,F,010,100000,116.28625,39.8585,行政区,
110107,110100,"110000,110100,110107",3,石景山区,石景山,Shijingshan,北京,北京,Beijing,北京市,北京,Beijing,石景山区,石景山,Shijingshan,SJS,S,010,100000,116.2229,39.90564,行政区,
110108,110100,"110000,110100,110108",3,海淀区,海淀,Haidian,北京,北京,Beijing,北京市,北京,Beijing,海淀区,海淀,Haidian,HD,H,010,100000,116.29812,39.95931,行政区,
110109,110100,"110000,110100,110109",3,门头沟区,门头沟,Mentougou,北京,北京,Beijing,北京市,北京,Beijing,门头沟区,门头沟,Mentougou,MTG,M,010,102300,116.10137,39.94043,行政区,
110111,110100,"110000,110100,110111",3,房山区,房山,Fangshan,北京,北京,Beijing,北京市,北京,Beijing,房山区,房山,Fangshan,FS,F,010,102400,116.14257,39.74786,行政区,
110112,110100,"110000,110100,110112",3,通州区,通州,Tongzhou,北京,北京,Beijing,北京市,北京,Beijing,通州区,通州,Tongzhou,TZ,T,010,101100,116.65716,39.90966,行政区,
110113,110100,"110000,110100,110113",3,顺义区,顺义,Shunyi,北京,北京,Beijing,北京市,北京,Beijing,顺义区,顺义,Shunyi,SY,S,010,101300,116.65417,40.1302,行政区,
110114,110100,"110000,110100,110114",3,昌平区,昌平,Changping,北京,北京,Beijing,北京市,北京,Beijing,昌平区,昌平,Changping,CP,C,010,102200,116.2312,40.22072,行政区,
110115,110100,"110000,110100,110115",3,大兴区,大兴,Daxing,北京,北京,Beijing,北京市,北京,Beijing,大兴区,大兴,Daxing,DX,D,010,102600,116.34149,39.72668,行政区,
110116,110100,"110000,110100,110116",3,怀柔区,怀柔,Huairou,北京,北京,Beijing,北京市,北京,Beijing,怀柔区,怀柔,Huairou,HR,H,010,101400,116.63168,40.31602,行政区,
110117,110100,"110000,110100,110117",3,平谷区,平谷,Pinggu,北京,北京,Beijing,北京市,北京,Beijing,平谷区,平谷,Pinggu,PG,P,010,101200,117.12133,40.14056,行政区,
110118,110100,"110000,110100,110118",3,密云区,密云,Miyun,北京,北京,Beijing,北京市,北京,Beijing,密云区,密云,Miyun,MY,M,010,101500,116.84295,40.37618,行政区,
110119,110100,"110000,110100,110119",3,延庆区,延庆,Yanqing,北京,北京,Beijing,北京市,北京,Beijing,延庆区,延庆,Yanqing,YQ,Y,010,102100,115.97494,40.45672,行政区,
110120,110100,"110000,110100,110120",3,中关村科技园区,中关村科技园区,Zhongguancun,北京,北京,Beijing,北京市,北京,Beijing,中关村科技园区,中关村科技园区,Zhongguancun,ZGC,Z,010,100190,116.314569,39.982578,,高新技术开发区
120000,100000,120000,1,天津,天津,Tianjin,天津,天津,Tianjin,,,,,,,TJ,T,,,117.190182,39.125596,行政区,
120100,120000,"120000,120100",2,天津市,天津,Tianjin,天津,天津,Tianjin,天津市,天津,Tianjin,,,,TJ,T,022,300000,117.190182,39.125596,行政区,直辖市
120101,120100,"120000,120100,120101",3,和平区,和平,Heping,天津,天津,Tianjin,天津市,天津,Tianjin,和平区,和平,Heping,HP,H,022,300000,117.21456,39.11718,行政区,
120102,120100,"120000,120100,120102",3,河东区,河东,Hedong,天津,天津,Tianjin,天津市,天津,Tianjin,河东区,河东,Hedong,HD,H,022,300000,117.22562,39.12318,行政区,
120103,120100,"120000,120100,120103",3,河西区,河西,Hexi,天津,天津,Tianjin,天津市,天津,Tianjin,河西区,河西,Hexi,HX,H,022,300000,117.22327,39.10959,行政区,
120104,120100,"120000,120100,120104",3,南开区,南开,Nankai,天津,天津,Tianjin,天津市,天津,Tianjin,南开区,南开,Nankai,NK,N,022,300000,117.15074,39.13821,行政区,
120105,120100,"120000,120100,120105",3,河北区,河北,Hebei,天津,天津,Tianjin,天津市,天津,Tianjin,河北区,河北,Hebei,HB,H,022,300000,117.19697,39.14816,行政区,
120106,120100,"120000,120100,120106",3,红桥区,红桥,Hongqiao,天津,天津,Tianjin,天津市,天津,Tianjin,红桥区,红桥,Hongqiao,HQ,H,022,300000,117.15145,39.16715,行政区,
120110,120100,"120000,120100,120110",3,东丽区,东丽,Dongli,天津,天津,Tianjin,天津市,天津,Tianjin,东丽区,东丽,Dongli,DL,D,022,300000,117.31436,39.0863,行政区,
120111,120100,"120000,120100,120111",3,西青区,西青,Xiqing,天津,天津,Tianjin,天津市,天津,Tianjin,西青区,西青,Xiqing,XQ,X,022,300000,117.00927,39.14123,行政区,
120112,120100,"120000,120100,120112",3,津南区,津南,Jinnan,天津,天津,Tianjin,天津市,天津,Tianjin,津南区,津南,Jinnan,JN,J,022,300000,117.38537,38.99139,行政区,
120113,120100,"120000,120100,120113",3,北辰区,北辰,Beichen,天津,天津,Tianjin,天津市,天津,Tianjin,北辰区,北辰,Beichen,BC,B,022,300000,117.13217,39.22131,行政区,
120114,120100,"120000,120100,120114",3,武清区,武清,Wuqing,天津,天津,Tianjin,天津市,天津,Tianjin,武清区,武清,Wuqing,WQ,W,022,301700,117.04443,39.38415,行政区,
120115,120100,"120000,120100,120115",3,宝坻区,宝坻,Baodi,天津,天津,Tianjin,天津市,天津,Tianjin,宝坻区,宝坻,Baodi,BD,B,022,301800,117.3103,39.71761,行政区,
120116,120100,"120000,120100,120116",3,滨海新区,滨海,Binhai,天津,天津,Tianjin,天津市,天津,Tianjin,滨海新区,滨海,Binhai,BH,B,022,300457,117.70162,39.02668,行政区,国家级新区
120117,120100,"120000,120100,120117",3,宁河区,宁河,Ninghe,天津,天津,Tianjin,天津市,天津,Tianjin,宁河区,宁河,Ninghe,NH,N,022,301500,117.8255,39.33048,行政区,
120118,120100,"120000,120100,120118",3,静海区,静海,Jinghai,天津,天津,Tianjin,天津市,天津,Tianjin,静海区,静海,Jinghai,JH,J,022,301600,116.97436,38.94582,行政区,
120119,120100,"120000,120100,120119",3,蓟州区,蓟州,Jizhou,天津,天津,Tianjin,天津市,天津,Tianjin,蓟州区,蓟州,Jizhou,JZ,J,022,301900,117.40799,40.04567,行政区,
120120,120100,"120000,120100,120120",3,滨海高新区,滨海高新区,Binhaigaoxinqu,天津,天津,Tianjin,天津市,天津,Tianjin,滨海高新区,滨海高新区,Binhaigaoxinqu,BHGXQ,B,022,300000,117.124791,39.095212,,高新技术开发区
130000,100000,130000,1,河北省,河北,Hebei,河北省,河北,Hebei,,,,,,,HE,H,,,114.502461,38.045474,行政区,
130100,130000,"130000,130100",2,石家庄市,石家庄,Shijiazhuang,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,,,,SJZ,S,0311,050000,114.502461,38.045474,行政区,地级市
130102,130100,"130000,130100,130102",3,长安区,长安,Chang'an,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,长安区,长安,Chang'an,CA,C,0311,050000,114.53906,38.03665,行政区,
130104,130100,"130000,130100,130104",3,桥西区,桥西,Qiaoxi,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,桥西区,桥西,Qiaoxi,QX,Q,0311,050000,114.46977,38.03221,行政区,
130105,130100,"130000,130100,130105",3,新华区,新华,Xinhua,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,新华区,新华,Xinhua,XH,X,0311,050000,114.46326,38.05088,行政区,
130107,130100,"130000,130100,130107",3,井陉矿区,井陉矿区,Jingxingkuangqu,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,井陉矿区,井陉矿区,Jingxingkuangqu,JXKQ,J,0311,050100,114.06518,38.06705,行政区,
130108,130100,"130000,130100,130108",3,裕华区,裕华,Yuhua,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,裕华区,裕华,Yuhua,YH,Y,0311,050000,114.53115,38.00604,行政区,
130109,130100,"130000,130100,130109",3,藁城区,藁城,Gaocheng,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,藁城区,藁城,Gaocheng,GC,G,0311,052160,114.84671,38.02162,行政区,
130110,130100,"130000,130100,130110",3,鹿泉区,鹿泉,Luquan,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,鹿泉区,鹿泉,Luquan,LQ,L,0311,050200,114.31347,38.08782,行政区,
130111,130100,"130000,130100,130111",3,栾城区,栾城,Luancheng,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,栾城区,栾城,Luancheng,LC,L,0311,051430,114.64834,37.90022,行政区,
130121,130100,"130000,130100,130121",3,井陉县,井陉,Jingxing,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,井陉县,井陉,Jingxing,JX,J,0311,050300,114.14257,38.03688,行政区,
130123,130100,"130000,130100,130123",3,正定新区,正定,Zhengding,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,正定新区,正定,Zhengding,ZD,Z,0311,050800,114.57296,38.14445,行政区,新区
130125,130100,"130000,130100,130125",3,行唐县,行唐,Xingtang,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,行唐县,行唐,Xingtang,XT,X,0311,050600,114.55316,38.43654,行政区,
130126,130100,"130000,130100,130126",3,灵寿县,灵寿,Lingshou,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,灵寿县,灵寿,Lingshou,LS,L,0311,050500,114.38259,38.30845,行政区,
130127,130100,"130000,130100,130127",3,高邑县,高邑,Gaoyi,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,高邑县,高邑,Gaoyi,GY,G,0311,051330,114.61142,37.61556,行政区,
130128,130100,"130000,130100,130128",3,深泽县,深泽,Shenze,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,深泽县,深泽,Shenze,SZ,S,0311,052500,115.20358,38.18353,行政区,
130129,130100,"130000,130100,130129",3,赞皇县,赞皇,Zanhuang,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,赞皇县,赞皇,Zanhuang,ZH,Z,0311,051230,114.38775,37.66135,行政区,
130130,130100,"130000,130100,130130",3,无极县,无极,Wuji,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,无极县,无极,Wuji,WJ,W,0311,052460,114.97509,38.17653,行政区,
130131,130100,"130000,130100,130131",3,平山县,平山,Pingshan,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,平山县,平山,Pingshan,PS,P,0311,050400,114.186,38.25994,行政区,
130132,130100,"130000,130100,130132",3,元氏县,元氏,Yuanshi,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,元氏县,元氏,Yuanshi,YS,Y,0311,051130,114.52539,37.76668,行政区,
130133,130100,"130000,130100,130133",3,赵县,赵县,Zhaoxian,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,赵县,赵县,Zhaoxian,ZX,Z,0311,051530,114.77612,37.75628,行政区,
130181,130100,"130000,130100,130181",3,辛集市,辛集,Xinji,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,辛集市,辛集,Xinji,XJ,X,0311,052360,115.20626,37.94079,行政区,县级市
130183,130100,"130000,130100,130183",3,晋州市,晋州,Jinzhou,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,晋州市,晋州,Jinzhou,JZ,J,0311,052200,115.04348,38.03135,行政区,县级市
130184,130100,"130000,130100,130184",3,新乐市,新乐,Xinle,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,新乐市,新乐,Xinle,XL,X,0311,050700,114.68985,38.34417,行政区,县级市
130185,130100,"130000,130100,130185",3,高新区,高新区,Gaoxinqu,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,高新区,高新区,Gaoxinqu,GXQ,G,0311,050000,114.648171,38.042413,,高新技术开发区
130186,130100,"130000,130100,130186",3,经济开发区,经济开发区,Jingjikaifaqu,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,经济开发区,经济开发区,Jingjikaifaqu,JJKFQ,J,0311,052165,114.65887,38.021185,,经济技术开发区
130187,130100,"130000,130100,130187",3,循环化工园区,循环化工园区,Xunhuanhuagongyuanqu,河北省,河北,Hebei,石家庄市,石家庄,Shijiazhuang,循环化工园区,循环化工园区,Xunhuanhuagongyuanqu,XH,X,0311,052160,114.69369,37.996725,,工业园区
130200,130000,"130000,130200",2,唐山市,唐山,Tangshan,河北省,河北,Hebei,唐山市,唐山,Tangshan,,,,TS,T,0315,063000,118.175393,39.635113,行政区,地级市
130202,130200,"130000,130200,130202",3,路南区,路南,Lunan,河北省,河北,Hebei,唐山市,唐山,Tangshan,路南区,路南,Lunan,LN,L,0315,063000,118.15431,39.62505,行政区,
130203,130200,"130000,130200,130203",3,路北区,路北,Lubei,河北省,河北,Hebei,唐山市,唐山,Tangshan,路北区,路北,Lubei,LB,L,0315,063000,118.20079,39.62436,行政区,
130204,130200,"130000,130200,130204",3,古冶区,古冶,Guye,河北省,河北,Hebei,唐山市,唐山,Tangshan,古冶区,古冶,Guye,GY,G,0315,063100,118.45803,39.71993,行政区,
130205,130200,"130000,130200,130205",3,开平区,开平,Kaiping,河北省,河北,Hebei,唐山市,唐山,Tangshan,开平区,开平,Kaiping,KP,K,0315,063000,118.26171,39.67128,行政区,
130207,130200,"130000,130200,130207",3,丰南区,丰南,Fengnan,河北省,河北,Hebei,唐山市,唐山,Tangshan,丰南区,丰南,Fengnan,FN,F,0315,063300,118.11282,39.56483,行政区,
130208,130200,"130000,130200,130208",3,丰润区,丰润,Fengrun,河北省,河北,Hebei,唐山市,唐山,Tangshan,丰润区,丰润,Fengrun,FR,F,0315,063000,118.12976,39.8244,行政区,
130209,130200,"130000,130200,130209",3,曹妃甸区,曹妃甸,Caofeidian,河北省,河北,Hebei,唐山市,唐山,Tangshan,曹妃甸区,曹妃甸,Caofeidian,CFD,C,0315,063200,118.460379,39.273070,行政区,
130224,130200,"130000,130200,130224",3,滦南县,滦南,Luannan,河北省,河北,Hebei,唐山市,唐山,Tangshan,滦南县,滦南,Luannan,LN,L,0315,063500,118.6741,39.5039,行政区,
130225,130200,"130000,130200,130225",3,乐亭县,乐亭,Laoting,河北省,河北,Hebei,唐山市,唐山,Tangshan,乐亭县,乐亭,Laoting,LT,L,0315,063600,118.9125,39.42561,行政区,
130227,130200,"130000,130200,130227",3,迁西县,迁西,Qianxi,河北省,河北,Hebei,唐山市,唐山,Tangshan,迁西县,迁西,Qianxi,QX,Q,0315,064300,118.31616,40.14587,行政区,
130229,130200,"130000,130200,130229",3,玉田县,玉田,Yutian,河北省,河北,Hebei,唐山市,唐山,Tangshan,玉田县,玉田,Yutian,YT,Y,0315,064100,117.7388,39.90049,行政区,
130281,130200,"130000,130200,130281",3,遵化市,遵化,Zunhua,河北省,河北,Hebei,唐山市,唐山,Tangshan,遵化市,遵化,Zunhua,ZH,Z,0315,064200,117.96444,40.18741,行政区,县级市
130283,130200,"130000,130200,130283",3,迁安市,迁安,Qian'an,河北省,河北,Hebei,唐山市,唐山,Tangshan,迁安市,迁安,Qian'an,QA,Q,0315,064400,118.70068,39.99833,行政区,县级市
130284,130200,"130000,130200,130284",3,滦州市,滦州,Luanzhou,河北省,河北,Hebei,唐山市,唐山,Tangshan,滦州市,滦州,Luanzhou,LZ,L,0315,063700,118.70346,39.74056,行政区,县级市
130291,130200,"130000,130200,130291",3,高新区,高新区,Gaoxinqu,河北省,河北,Hebei,唐山市,唐山,Tangshan,高新区,高新区,Gaoxinqu,GX,G,0315,063000,118.16399,39.682001,,高新技术开发区
130292,130200,"130000,130200,130292",3,芦台开发区,芦台开发区,Lutaijingjikaifaqu,河北省,河北,Hebei,唐山市,唐山,Tangshan,芦台开发区,芦台开发区,Lutaijingjikaifaqu,LT,L,0315,063000,117.745097,39.383531,,经济技术开发区
130293,130200,"130000,130200,130293",3,海港经济开发区,海港经济开发区,Haigangjingjikaifaqu,河北省,河北,Hebei,唐山市,唐山,Tangshan,海港经济开发区,海港经济开发区,Haigangjingjikaifaqu,HG,H,0315,063000,119.003392,39.231911,,经济技术开发区
130294,130200,"130000,130200,130294",3,汉沽管理区,汉沽管理区,Hanguguanliqu,河北省,河北,Hebei,唐山市,唐山,Tangshan,汉沽管理区,汉沽管理区,Hanguguanliqu,HG,H,0315,063000,117.880958,39.362451,,经济技术开发区
130300,130000,"130000,130300",2,秦皇岛市,秦皇岛,Qinhuangdao,河北省,河北,Hebei,秦皇岛市,秦皇岛,Qinhuangdao,,,,QHD,Q,0335,066000,119.586579,39.942531,行政区,地级市
130302,130300,"130000,130300,130302",3,海港区,海港,Haigang,河北省,河北,Hebei,秦皇岛市,秦皇岛,Qinhuangdao,海港区,海港,Haigang,HG,H,0335,066000,119.61046,39.9345,行政区,
130303,130300,"130000,130300,130303",3,山海关区,山海关,Shanhaiguan,河北省,河北,Hebei,秦皇岛市,秦皇岛,Qinhuangdao,山海关区,山海关,Shanhaiguan,SHG,S,0335,066200,119.77563,39.97869,行政区,
130304,130300,"130000,130300,130304",3,北戴河区,北戴河,Beidaihe,河北省,河北,Hebei,秦皇岛市,秦皇岛,Qinhuangdao,北戴河区,北戴河,Beidaihe,BDH,B,0335,066100,119.48388,39.83408,行政区,
130306,130300,"130000,130300,130306",3,抚宁区,抚宁,Funing,河北省,河北,Hebei,秦皇岛市,秦皇岛,Qinhuangdao,抚宁区,抚宁,Funing,FN,F,0335,066300,119.24487,39.87538,行政区,
130321,130300,"130000,130300,130321",3,青龙满族自治县,青龙,Qinglong,河北省,河北,Hebei,秦皇岛市,秦皇岛,Qinhuangdao,青龙满族自治县,青龙,Qinglong,QL,Q,0335,066500,118.95242,40.40743,行政区,
130322,130300,"130000,130300,130322",3,昌黎县,昌黎,Changli,河北省,河北,Hebei,秦皇岛市,秦皇岛,Qinhuangdao,昌黎县,昌黎,Changli,CL,C,0335,066600,119.16595,39.70884,行政区,
130324,130300,"130000,130300,130324",3,卢龙县,卢龙,Lulong,河北省,河北,Hebei,秦皇岛市,秦皇岛,Qinhuangdao,卢龙县,卢龙,Lulong,LL,L,0335,066400,118.89288,39.89176,行政区,
130371,130300,"130000,130300,130371",3,经济技术开发区,经济技术开发区,jingjikaifaqu,河北省,河北,Hebei,秦皇岛市,秦皇岛,Qinhuangdao,经济技术开发区,经济技术开发区,jingjikaifaqu,JJ,J,0335,066004,119.556308,39.925068,,经济技术开发区
130372,130300,"130000,130300,130372",3,北戴河新区,北戴河新区,Beidaihexinqu,河北省,河北,Hebei,秦皇岛市,秦皇岛,Qinhuangdao,北戴河新区,北戴河新区,Beidaihexinqu,BDH,B,0335,066311,119.386541,39.76748,,新区
130400,130000,"130000,130400",2,邯郸市,邯郸,Handan,河北省,河北,Hebei,邯郸市,邯郸,Handan,,,,HD,H,0310,056000,114.490686,36.612273,行政区,地级市
130402,130400,"130000,130400,130402",3,邯山区,邯山,Hanshan,河北省,河北,Hebei,邯郸市,邯郸,Handan,邯山区,邯山,Hanshan,HS,H,0310,056000,114.48375,36.60006,行政区,
130403,130400,"130000,130400,130403",3,丛台区,丛台,Congtai,河北省,河北,Hebei,邯郸市,邯郸,Handan,丛台区,丛台,Congtai,CT,C,0310,056000,114.49343,36.61847,行政区,
130404,130400,"130000,130400,130404",3,复兴区,复兴,Fuxing,河北省,河北,Hebei,邯郸市,邯郸,Handan,复兴区,复兴,Fuxing,FX,F,0310,056000,114.45928,36.61134,行政区,
130406,130400,"130000,130400,130406",3,峰峰矿区,峰峰矿区,Fengfengkuangqu,河北省,河北,Hebei,邯郸市,邯郸,Handan,峰峰矿区,峰峰矿区,Fengfengkuangqu,FFKQ,F,0310,056200,114.21148,36.41937,行政区,
130407,130400,"130000,130400,130407",3,肥乡区,肥乡,Feixiang,河北省,河北,Hebei,邯郸市,邯郸,Handan,肥乡区,肥乡,Feixiang,FX,F,0310,057550,114.79998,36.54807,行政区,
130408,130400,"130000,130400,130408",3,永年区,永年,Yongnian,河北省,河北,Hebei,邯郸市,邯郸,Handan,永年区,永年,Yongnian,YN,Y,0310,057150,114.48925,36.78356,行政区,
130423,130400,"130000,130400,130423",3,临漳县,临漳,Linzhang,河北省,河北,Hebei,邯郸市,邯郸,Handan,临漳县,临漳,Linzhang,LZ,L,0310,056600,114.6195,36.33461,行政区,
130424,130400,"130000,130400,130424",3,成安县,成安,Cheng'an,河北省,河北,Hebei,邯郸市,邯郸,Handan,成安县,成安,Cheng'an,CA,C,0310,056700,114.66995,36.44411,行政区,
130425,130400,"130000,130400,130425",3,大名县,大名,Daming,河北省,河北,Hebei,邯郸市,邯郸,Handan,大名县,大名,Daming,DM,D,0310,056900,115.15362,36.27994,行政区,
130426,130400,"130000,130400,130426",3,涉县,涉县,Shexian,河北省,河北,Hebei,邯郸市,邯郸,Handan,涉县,涉县,Shexian,SX,S,0310,056400,113.69183,36.58072,行政区,
130427,130400,"130000,130400,130427",3,磁县,磁县,Cixian,河北省,河北,Hebei,邯郸市,邯郸,Handan,磁县,磁县,Cixian,CX,C,0310,056500,114.37387,36.37392,行政区,
130430,130400,"130000,130400,130430",3,邱县,邱县,Qiuxian,河北省,河北,Hebei,邯郸市,邯郸,Handan,邱县,邱县,Qiuxian,QX,Q,0310,057450,115.17407,36.82082,行政区,
130431,130400,"130000,130400,130431",3,鸡泽县,鸡泽,Jize,河北省,河北,Hebei,邯郸市,邯郸,Handan,鸡泽县,鸡泽,Jize,JZ,J,0310,057350,114.8742,36.92374,行政区,
130432,130400,"130000,130400,130432",3,广平县,广平,Guangping,河北省,河北,Hebei,邯郸市,邯郸,Handan,广平县,广平,Guangping,GP,G,0310,057650,114.94653,36.48046,行政区,
130433,130400,"130000,130400,130433",3,馆陶县,馆陶,Guantao,河北省,河北,Hebei,邯郸市,邯郸,Handan,馆陶县,馆陶,Guantao,GT,G,0310,057750,115.29913,36.53719,行政区,
130434,130400,"130000,130400,130434",3,魏县,魏县,Weixian,河北省,河北,Hebei,邯郸市,邯郸,Handan,魏县,魏县,Weixian,WX,W,0310,056800,114.93518,36.36171,行政区,
130435,130400,"130000,130400,130435",3,曲周县,曲周,Quzhou,河北省,河北,Hebei,邯郸市,邯郸,Handan,曲周县,曲周,Quzhou,QZ,Q,0310,057250,114.95196,36.77671,行政区,
130481,130400,"130000,130400,130481",3,武安市,武安,Wu'an,河北省,河北,Hebei,邯郸市,邯郸,Handan,武安市,武安,Wu'an,WA,W,0310,056300,114.20153,36.69281,行政区,县级市
130482,130400,"130000,130400,130482",3,冀南新区,冀南新区,Jinanxinqu,河北省,河北,Hebei,邯郸市,邯郸,Handan,冀南新区,冀南新区,Jinanxinqu,JN,J,0310,056046,114.46507,36.464565,,新区
130483,130400,"130000,130400,130483",3,高新技术产业开发区,高新技术产业开发区,GaoXinKaiFaQu,河北省,河北,Hebei,邯郸市,邯郸,Handan,高新技术产业开发区,高新技术产业开发区,GaoXinKaiFaQu,GXKFQ,G,0310,056000,114.566033,36.675235,,经济技术开发区
130500,130000,"130000,130500",2,邢台市,邢台,Xingtai,河北省,河北,Hebei,邢台市,邢台,Xingtai,,,,XT,X,0319,054000,114.508851,37.0682,行政区,地级市
130502,130500,"130000,130500,130502",3,桥东区,桥东,Qiaodong,河北省,河北,Hebei,邢台市,邢台,Xingtai,桥东区,桥东,Qiaodong,QD,Q,0319,054000,114.50725,37.06801,行政区,
130503,130500,"130000,130500,130503",3,桥西区,桥西,Qiaoxi,河北省,河北,Hebei,邢台市,邢台,Xingtai,桥西区,桥西,Qiaoxi,QX,Q,0319,054000,114.46803,37.05984,行政区,
130521,130500,"130000,130500,130521",3,邢台县,邢台,Xingtai,河北省,河北,Hebei,邢台市,邢台,Xingtai,邢台县,邢台,Xingtai,XT,X,0319,054000,114.56575,37.0456,行政区,
130522,130500,"130000,130500,130522",3,临城县,临城,Lincheng,河北省,河北,Hebei,邢台市,邢台,Xingtai,临城县,临城,Lincheng,LC,L,0319,054300,114.50387,37.43977,行政区,
130523,130500,"130000,130500,130523",3,内丘县,内丘,Neiqiu,河北省,河北,Hebei,邢台市,邢台,Xingtai,内丘县,内丘,Neiqiu,NQ,N,0319,054200,114.51212,37.28671,行政区,
130524,130500,"130000,130500,130524",3,柏乡县,柏乡,Baixiang,河北省,河北,Hebei,邢台市,邢台,Xingtai,柏乡县,柏乡,Baixiang,BX,B,0319,055450,114.69332,37.48242,行政区,
130525,130500,"130000,130500,130525",3,隆尧县,隆尧,Longyao,河北省,河北,Hebei,邢台市,邢台,Xingtai,隆尧县,隆尧,Longyao,LY,L,0319,055350,114.77615,37.35351,行政区,
130526,130500,"130000,130500,130526",3,任县,任县,Renxian,河北省,河北,Hebei,邢台市,邢台,Xingtai,任县,任县,Renxian,RX,R,0319,055150,114.6842,37.12575,行政区,
130527,130500,"130000,130500,130527",3,南和县,南和,Nanhe,河北省,河北,Hebei,邢台市,邢台,Xingtai,南和县,南和,Nanhe,NH,N,0319,054400,114.68371,37.00488,行政区,
130528,130500,"130000,130500,130528",3,宁晋县,宁晋,Ningjin,河北省,河北,Hebei,邢台市,邢台,Xingtai,宁晋县,宁晋,Ningjin,NJ,N,0319,055550,114.92117,37.61696,行政区,
130529,130500,"130000,130500,130529",3,巨鹿县,巨鹿,Julu,河北省,河北,Hebei,邢台市,邢台,Xingtai,巨鹿县,巨鹿,Julu,JL,J,0319,055250,115.03524,37.21801,行政区,
130530,130500,"130000,130500,130530",3,新河县,新河,Xinhe,河北省,河北,Hebei,邢台市,邢台,Xingtai,新河县,新河,Xinhe,XH,X,0319,051730,115.24987,37.52718,行政区,
130531,130500,"130000,130500,130531",3,广宗县,广宗,Guangzong,河北省,河北,Hebei,邢台市,邢台,Xingtai,广宗县,广宗,Guangzong,GZ,G,0319,054600,115.14254,37.0746,行政区,
130532,130500,"130000,130500,130532",3,平乡县,平乡,Pingxiang,河北省,河北,Hebei,邢台市,邢台,Xingtai,平乡县,平乡,Pingxiang,PX,P,0319,054500,115.03002,37.06317,行政区,
130533,130500,"130000,130500,130533",3,威县,威县,Weixian,河北省,河北,Hebei,邢台市,邢台,Xingtai,威县,威县,Weixian,WX,W,0319,054700,115.2637,36.9768,行政区,
130534,130500,"130000,130500,130534",3,清河县,清河,Qinghe,河北省,河北,Hebei,邢台市,邢台,Xingtai,清河县,清河,Qinghe,QH,Q,0319,054800,115.66479,37.07122,行政区,
130535,130500,"130000,130500,130535",3,临西县,临西,Linxi,河北省,河北,Hebei,邢台市,邢台,Xingtai,临西县,临西,Linxi,LX,L,0319,054900,115.50097,36.87078,行政区,
130581,130500,"130000,130500,130581",3,南宫市,南宫,Nangong,河北省,河北,Hebei,邢台市,邢台,Xingtai,南宫市,南宫,Nangong,NG,N,0319,051800,115.39068,37.35799,行政区,县级市
